,RecordID_Int,ParcelNumber,SaleDate,SaleAmount,Unit,Address,UseCode,LATITUDE,LONGITUDE,Region
747,830,030060800,2004-06-22,365000,,113 ROBINSON WOODS,Single Family,38.044661700000006,-78.4920429,19
749,832,030060900,2005-10-18,412000,,115 ROBINSON WOODS,Single Family,38.0448158,-78.49205400000001,19
750,833,030060900,2002-07-31,295000,,115 ROBINSON WOODS,Single Family,38.0448158,-78.49205400000001,19
753,836,030060900,2012-09-12,330000,,115 ROBINSON WOODS,Single Family,38.0448158,-78.49205400000001,19
755,838,030065000,2005-07-27,10000,,1208 PRESTON AVE,Single Family,38.044507,-78.492888,19
756,839,030065000,2004-08-03,310000,,1208 PRESTON AVE,Single Family,38.044507,-78.492888,19
760,843,030067000,2004-10-27,38000,,1202 PRESTON AVE,Single Family,38.0440973,-78.4927309,19
762,845,030067000,2002-03-22,140000,,1202 PRESTON AVE,Single Family,38.0440973,-78.4927309,19
765,848,030067100,2002-06-25,193000,,1605 CABELL AVE,Single Family,38.0439341,-78.492731,19
766,849,030067100,2003-06-04,215000,,1605 CABELL AVE,Single Family,38.0439341,-78.492731,19
768,851,030067100,2008-06-17,349000,,1605 CABELL AVE,Single Family,38.0439341,-78.492731,19
772,872,030073000,2005-10-20,327500,A&B,1124 PRESTON AVE,Duplex,38.0430445,-78.4924131,19
775,875,030073000,2001-04-06,126000,A&B,1124 PRESTON AVE,Duplex,38.0430445,-78.4924131,19
776,876,030073A00,2005-10-20,525000,A&B,1122 PRESTON AVE,Duplex,38.042929,-78.492373,19
779,883,030076000,2000-12-08,30000,,104 BARBOUR DR,Duplex,38.043015999999994,-78.491484,19
782,886,030076000,2006-10-23,375000,,104 BARBOUR DR,Duplex,38.043015999999994,-78.491484,19
784,888,030077000,2006-10-23,375000,,102 BARBOUR DR,Duplex,38.043188,-78.491624,19
785,889,030077000,2004-04-29,65000,,102 BARBOUR DR,Duplex,38.043188,-78.491624,19
787,891,030077000,2001-05-14,36000,,102 BARBOUR DR,Duplex,38.043188,-78.491624,19
788,892,030077000,2004-10-05,91500,,102 BARBOUR DR,Duplex,38.043188,-78.491624,19
791,895,030078000,2012-07-10,40000,,100 BARBOUR DR,Duplex,38.043455,-78.491827,19
793,897,030079000,2014-12-19,125000,,1614 CABELL AVE,Single Family,38.0434711,-78.4915546,19
794,898,030079000,2015-07-13,448000,,1614 CABELL AVE,Single Family,38.0434711,-78.4915546,19
799,905,030080100,2013-07-30,368000,,101 AMHERST CMN,Single Family,38.0428719,-78.4904447,19
803,909,030080101,2005-03-24,320000,,119 AMHERST CMN,Single Family,38.0434812,-78.49124379999999,19
804,910,030080101,2004-08-12,289900,,119 AMHERST CMN,Single Family,38.0434812,-78.49124379999999,19
807,913,030080110,2002-04-22,245000,,121 AMHERST CMN,Single Family,38.0435967,-78.49127709999999,19
812,918,030080200,2003-07-01,385000,,103 AMHERST CMN,Single Family,38.0428851,-78.4905779,19
813,919,030080200,2005-08-25,428000,,103 AMHERST CMN,Single Family,38.0428851,-78.4905779,19
817,923,030080300,2005-07-22,325000,,105 AMHERST CMN,Single Family,38.0428982,-78.4907111,19
818,924,030080300,2020-05-01,445000,,105 AMHERST CMN,Single Family,38.0428982,-78.4907111,19
821,927,030080400,2015-08-28,385000,,107 AMHERST CMN,Single Family,38.042875,-78.4908887,19
822,928,030080400,2003-07-18,291000,,107 AMHERST CMN,Single Family,38.042875,-78.4908887,19
823,929,030080400,2013-01-23,375000,,107 AMHERST CMN,Single Family,38.042875,-78.4908887,19
829,935,030080600,2007-07-31,415000,,111 AMHERST CMN,Single Family,38.0430237,-78.491155,19
830,936,030080600,2000-07-24,178000,,111 AMHERST CMN,Single Family,38.0430237,-78.491155,19
831,937,030080600,2003-09-16,266000,,111 AMHERST CMN,Single Family,38.0430237,-78.491155,19
832,938,030080700,2003-08-26,278000,,113 AMHERST CMN,Single Family,38.0431461,-78.491155,19
833,939,030080700,2016-03-04,315000,,113 AMHERST CMN,Single Family,38.0431461,-78.491155,19
835,941,030080700,2006-04-04,349000,,113 AMHERST CMN,Single Family,38.0431461,-78.491155,19
838,944,030080800,2001-06-28,205000,,115 AMHERST CMN,Single Family,38.043268499999996,-78.491155,19
839,945,030080800,2005-02-10,350000,,115 AMHERST CMN,Single Family,38.043268499999996,-78.491155,19
841,947,030080800,2016-06-09,421500,,115 AMHERST CMN,Single Family,38.043268499999996,-78.491155,19
846,953,030089000,2005-06-16,325000,A&B,1106 PRESTON AVE,Duplex,38.0420065,-78.49099220000001,19
847,954,030089000,2020-03-05,375000,A&B,1106 PRESTON AVE,Duplex,38.0420065,-78.49099220000001,19
851,958,030090000,2010-11-23,35000,,1108 PRESTON AVE,Single Family,38.0445053,-78.492731,19
852,959,030090000,2010-11-23,150401,,1108 PRESTON AVE,Single Family,38.0445053,-78.492731,19
854,961,030090000,2011-03-08,163000,,1108 PRESTON AVE,Single Family,38.0445053,-78.492731,19
855,962,030090000,2006-07-12,155000,,1108 PRESTON AVE,Single Family,38.0445053,-78.492731,19
859,966,030090100,2007-03-01,55000,,1110 PRESTON AVE,Single Family,38.0421835,-78.49065259999999,18
871,982,030093100,2009-11-13,315000,A&B,1100 PRESTON AVE,Duplex,38.041957000000004,-78.49199200000001,19
879,992,030097000,2002-12-17,166500,,227 ROSSER AVE E,Single Family,38.040094,-78.49220600000001,16
881,994,030097000,2002-05-15,107000,,227 ROSSER AVE E,Single Family,38.040094,-78.49220600000001,16
882,995,030097000,2019-12-11,275000,,227 ROSSER AVE E,Single Family,38.040094,-78.49220600000001,16
884,997,030098000,2000-06-20,15430,,228 ROSSER AVE E,Single Family,38.0401042,-78.4925756,16
885,998,030098000,2003-09-05,62000,,228 ROSSER AVE E,Single Family,38.0401042,-78.4925756,16
892,1005,030100000,2002-10-16,5772,,208 ROSSER AVE E,Single Family,38.0400897,-78.49284200000001,16
893,1006,030100000,2002-02-20,12480,,208 ROSSER AVE E,Single Family,38.0400897,-78.49284200000001,16
895,1008,030100000,2002-02-20,4160,,208 ROSSER AVE E,Single Family,38.0400897,-78.49284200000001,16
898,1013,030102000,2013-05-23,92005,,214 ROSSER AVE E,Single Family,38.0401161,-78.4931083,16
903,1022,030104000,2004-12-22,75000,,218 ROSSER AVE E,Single Family,38.0401424,-78.4933747,16
910,1029,030106000,2011-05-26,98500,,1111 ROSSER AVE E,Single Family,38.040173100000004,-78.4936854,16
911,1031,030108000,2004-04-01,90000,,1201 ROSSER AVE E,Single Family,38.040253299999996,-78.4940849,16
913,1033,030108000,2000-12-07,53000,,1201 ROSSER AVE E,Single Family,38.040253299999996,-78.4940849,16
917,1037,030109000,2006-05-25,180000,,703 12TH ST NW,Single Family,38.0403801,-78.4941293,16
918,1038,030109000,2015-03-09,220000,,703 12TH ST NW,Single Family,38.0403801,-78.4941293,16
919,1039,030109000,2002-09-18,70000,,703 12TH ST NW,Single Family,38.0403801,-78.4941293,16
921,1041,030109000,2020-05-07,304000,,703 12TH ST NW,Single Family,38.0403801,-78.4941293,16
922,1042,030109000,2004-05-11,119500,,703 12TH ST NW,Single Family,38.0403801,-78.4941293,16
925,1045,030110000,2005-07-27,175000,,705 12TH ST NW,Single Family,38.0404981,-78.4940849,16
927,1047,030110000,2010-09-16,135000,,705 12TH ST NW,Single Family,38.0404981,-78.4940849,16
930,1050,030111000,2017-05-02,145000,,704 12TH ST NW,Single Family,38.0403771,-78.4936854,16
933,1053,030113000,2017-10-31,195000,,708 12TH ST NW,Single Family-1 Conversion,38.0406131,-78.49359659999999,16
938,1058,030113000,2012-08-07,125000,,708 12TH ST NW,Single Family-1 Conversion,38.0406131,-78.49359659999999,16
939,1059,030113000,2012-11-30,141900,,708 12TH ST NW,Single Family-1 Conversion,38.0406131,-78.49359659999999,16
942,1062,030114000,2007-10-18,70000,,712 12TH ST NW,Single Family,38.040546,-78.4933303,16
944,1082,030127000,2006-10-20,215000,,1109 PRESTON AVE,Single Family,38.042336799999994,-78.4926844,16
956,1099,030140000,2006-06-06,245000,,931 HEMLOCK LN,Single Family,38.0441844,-78.4938186,16
958,1101,030140000,2001-08-02,128000,,931 HEMLOCK LN,Single Family,38.0441844,-78.4938186,16
961,1104,030141000,2019-08-22,245000,,933 HEMLOCK LN,Single Family,38.0442528,-78.4936854,16
962,1105,030142000,2002-05-02,140000,,935 HEMLOCK LN,Single Family,38.0443533,-78.49346340000001,16
963,1106,030142000,2007-05-02,250000,,935 HEMLOCK LN,Single Family,38.0443533,-78.49346340000001,16
965,1108,030142000,2018-07-23,231000,,935 HEMLOCK LN,Single Family,38.0443533,-78.49346340000001,16
967,1110,030143000,2016-04-29,190000,,937 HEMLOCK LN,Single Family,38.04441729999999,-78.4932859,16
972,1115,030144000,2017-05-08,2250000,,936 RUGBY RD,Single Family,38.044901200000005,-78.493641,16
975,1118,040002000,2009-06-02,330500,,606 14TH ST NW,Single Family,38.0404652,-78.49581620000001,16
981,1124,040003000,2008-09-30,478300,,604 14TH ST NW,Single Family,38.0403064,-78.49586059999999,16
983,1126,040004000,2008-09-30,478300,,600 14TH ST NW,Single Family,38.0401883,-78.49590500000001,16
986,1129,040005000,2006-01-30,150000,,1305 GRADY AVE,Single Family,38.0401489,-78.49550550000001,16
993,1141,040008000,2017-10-11,215000,,603 13TH ST NW,Single Family,38.0403178,-78.4951503,16
994,1142,040008000,2007-07-12,173000,,603 13TH ST NW,Single Family,38.0403178,-78.4951503,16
995,1143,040008000,2006-06-22,7795,,603 13TH ST NW,Single Family,38.0403178,-78.4951503,16
996,1144,040008000,2006-04-14,130000,,603 13TH ST NW,Single Family,38.0403178,-78.4951503,16
998,1146,040008000,2002-06-04,64000,,603 13TH ST NW,Single Family,38.0403178,-78.4951503,16
1001,1149,040009000,2012-01-11,102000,,609 13TH ST NW,Single Family,38.04045870000001,-78.49502829999999,16
1003,1151,040010000,2009-07-31,250000,,608 13TH ST NW,Single Family-2 Conversion,38.0403147,-78.4947064,16
1005,1153,040012000,2000-11-17,10000,,604 13TH ST NW,Single Family,38.0401603,-78.4947952,16
1011,1159,040014000,2001-11-12,60000,,1215 GRADY AVE,Single Family,38.0398602,-78.4950615,16
1015,1166,040016000,2015-01-20,81200,,1205 GRADY AVE,Single Family,38.0397216,-78.4944845,16
1020,1171,040017000,2002-09-10,40000,,1202 ROSSER AVE E,Single Family,38.040110999999996,-78.494287,16
1026,1174,040018000,2000-12-01,81000,,1203 GRADY AVE,Single Family,38.039621000000004,-78.494387,16
1030,1175,040019000,2002-01-23,82500,,604 12TH ST NW,Duplex,38.03967,-78.493993,16
1034,1177,040020000,2008-05-23,215000,,1105 GRADY AVE,Single Family,38.0393475,-78.4940493,16
1035,1178,040020000,2012-03-12,195000,,1105 GRADY AVE,Single Family,38.0393475,-78.4940493,16
1036,1179,040020000,2007-09-13,132282,,1105 GRADY AVE,Single Family,38.0393475,-78.4940493,16
1052,1195,040027000,2013-06-13,110000,,605 11TH ST NW,Single Family,38.0394576,-78.49346340000001,16
1055,1198,040028000,2007-11-01,4900000,,601 11TH ST NW,Duplex,38.0392988,-78.4935078,16
1064,1207,040032000,2014-04-03,200000,,1025 GRADY AVE,Single Family,38.0390654,-78.49279759999999,16
1070,1213,040033000,2009-07-07,71000,,1021 GRADY AVE,Single Family,38.038987799999994,-78.4925577,16
1074,1217,040033000,2005-04-04,2500,,1021 GRADY AVE,Single Family,38.038987799999994,-78.4925577,16
1080,1223,040033000,2009-02-20,159814,,1021 GRADY AVE,Single Family,38.038987799999994,-78.4925577,16
1084,1227,040035000,2000-05-04,45800,,607 10 1/2 ST NW,Single Family,38.0393611,-78.4924868,16
1085,1228,040036000,2015-05-14,103500,,609 10 1/2 ST NW,Single Family,38.0395155,-78.492398,16
1091,1234,040038000,2016-08-19,140000,,610 11TH ST NW,Single Family,38.039686100000004,-78.4928863,16
1096,1239,040039000,2000-01-27,46400,,615 10 1/2 ST NW,Single Family,38.0397606,-78.49229809999999,16
1099,1242,040039100,2000-01-27,44200,,611 10 1/2 ST NW,Single Family,38.039637899999995,-78.492398,16
1104,1247,040039200,2000-01-27,14400,,612 11TH ST NW,Single Family,38.039804100000005,-78.49284200000001,16
1105,1248,040040000,2001-01-16,42000,,608 10 1/2 ST NW,Single Family,38.03948,-78.492063,16
1112,1265,040047000,2006-07-11,85000,,1002 GRADY AVE,Single Family,38.038480799999995,-78.4922642,17
1113,1266,040047000,2007-06-19,355000,,1002 GRADY AVE,Single Family,38.038480799999995,-78.4922642,17
1119,1272,040049000,2017-11-21,160000,,1016 GRADY AVE,Duplex,38.038622,-78.4925423,17
1120,1273,040050000,2007-07-26,125000,,420 10 1/2 ST NW,Single Family,38.038513099999996,-78.4925756,17
1122,1278,040052000,2003-06-26,35000,,416 10TH ST NW,Single Family,38.0382149,-78.4920432,17
1125,1281,040053000,2003-12-30,74500,,418 10TH ST NW,Single Family,38.037988399999996,-78.4922205,17
1130,1286,040055000,2007-11-01,4900000,,414 10TH ST NW,Duplex,38.0378296,-78.49226479999999,17
1132,1289,040057000,2013-10-01,67000,,406 10 1/2 ST NW,Single Family,38.03788660000001,-78.49284200000001,17
1134,1291,040058000,2003-11-10,65000,,404 10 1/2 ST NW,Single Family,38.0378094,-78.4928863,17
1135,1298,040061000,2015-06-10,80000,,402 10 1/2 ST NW,Single Family,38.03769570000001,-78.4929751,17
1138,1301,040063000,2001-01-16,68500,,500 10 1/2 ST NW,Single Family,38.0377716,-78.4933303,17
1144,1307,040067000,2014-05-23,386000,,413 10 1/2 ST NW,Single Family,38.0382801,-78.4931083,17
1146,1309,040067000,2013-07-17,63000,,413 10 1/2 ST NW,Single Family,38.0382801,-78.4931083,17
1149,1317,040070000,2004-08-09,245000,,1022 GRADY AVE,Single Family,38.0386265,-78.49257990000001,17
1151,1319,040070000,2002-05-09,70000,,1022 GRADY AVE,Single Family,38.0386265,-78.49257990000001,17
1152,1320,040071000,2003-09-09,127500,,1026 GRADY AVE,Single Family,38.0386376,-78.4926155,17
1164,1332,040075000,2007-08-31,215000,,516 11TH ST NW,Single Family,38.038405499999996,-78.4935522,17
1166,1334,040076000,2015-02-18,50000,,514 11TH ST NW,Single Family,38.0382467,-78.49359659999999,17
1167,1335,040076000,2012-03-08,140000,,514 11TH ST NW,Single Family,38.0382467,-78.49359659999999,17
1168,1336,040076000,2016-11-07,170000,,514 11TH ST NW,Single Family,38.0382467,-78.49359659999999,17
1180,1352,040081000,2005-10-17,102500,,405 11TH ST NW,Single Family,38.0385266,-78.49395179999999,16
1186,1358,040082000,2017-05-26,219500,,513 11TH ST NW,Single Family,38.0386402,-78.493863,16
1188,1360,040083000,2019-10-02,502000,,515 11TH ST NW,Single Family,38.0387583,-78.4938186,16
1190,1362,040083000,2016-10-31,400000,,515 11TH ST NW,Single Family,38.0387583,-78.4938186,16
1191,1363,040083000,2016-03-29,179845,,515 11TH ST NW,Single Family,38.0387583,-78.4938186,16
1193,1367,040085000,2011-11-10,192500,,423 11TH ST NW,Single Family,38.039030700000005,-78.4936854,16
1197,1371,040086000,2007-01-23,245000,,1104 GRADY AVE,Duplex,38.0391066,-78.4940405,16
1200,1374,040086000,2017-01-10,265500,,1104 GRADY AVE,Duplex,38.0391066,-78.4940405,16
1201,1375,040087000,2002-04-02,118500,,1108 GRADY AVE,Single Family,38.039164899999996,-78.4942181,16
1208,1382,040089000,2017-10-30,164000,,504 12TH ST NW,Single Family,38.038824,-78.4944845,16
1209,1383,040090000,2001-04-06,32200,,502 12TH ST NW,Single Family,38.0386568,-78.4943402,16
1230,1404,040096000,2018-04-09,342000,,509 12TH ST NW,Single Family,38.0390908,-78.4947064,16
1234,1409,040099000,2015-03-23,125000,,513 12TH ST NW,Single Family,38.039322399999996,-78.4945732,16
1237,1412,040099000,2018-12-17,235000,,513 12TH ST NW,Single Family,38.039322399999996,-78.4945732,16
1238,1413,040099000,2020-02-28,416000,,513 12TH ST NW,Single Family,38.039322399999996,-78.4945732,16
1239,1419,040100000,2013-12-19,231000,,512 13TH ST NW,Single Family,38.039578999999996,-78.4951059,16
1242,1422,040100000,2012-07-28,398803,,512 13TH ST NW,Single Family,38.039578999999996,-78.4951059,16
1243,1423,040100000,2013-07-03,398809,,512 13TH ST NW,Single Family,38.039578999999996,-78.4951059,16
1245,1425,040100000,2004-02-25,40800,,512 13TH ST NW,Single Family,38.039578999999996,-78.4951059,16
1247,1427,040100000,2004-12-06,171940,,512 13TH ST NW,Single Family,38.039578999999996,-78.4951059,16
1257,1437,040102000,2012-11-20,105000,,508 13TH ST NW,Single Family,38.039311,-78.4952835,16
1262,1442,040104000,2001-01-24,31914,,502 13TH ST NW,Single Family,38.0390793,-78.4954167,16
1264,1444,040105000,2019-04-05,285000,,1219 GORDON AVE,Single Family,38.03893370000001,-78.4955942,16
1267,1447,040106000,2003-12-30,164000,,1301 GORDON AVE,Single Family,38.039078,-78.49581620000001,16
1278,1458,040107000,2001-05-23,149000,,1303 GORDON AVE,Single Family,38.039131899999994,-78.4959494,16
1291,1471,040110000,2000-11-17,19000,,523 13TH ST NW,Single Family,38.0397409,-78.49550550000001,16
1294,1474,040110000,2013-10-15,57000,,523 13TH ST NW,Single Family,38.0397409,-78.49550550000001,16
1297,1477,040111000,2004-07-23,295000,,510 14TH ST NW,Single Family,38.0399247,-78.49612690000001,16
1310,1490,040113000,2016-04-11,460000,,506 14TH ST NW,Single Family,38.039652200000006,-78.49626009999999,16
1316,1496,040115000,2015-10-30,402000,,502 14TH ST NW,Single Family-1 Conversion,38.03937979999999,-78.4963933,16
1321,1501,040116000,2003-12-30,149200,,1307 GORDON AVE,Single Family,38.0392034,-78.49626009999999,16
1324,1504,040117000,2003-11-14,225000,,500 14TH ST NW,Single Family-1 Conversion,38.0392662,-78.4964821,16
1334,1517,040125000,2004-07-28,400000,,358 14TH ST NW,Single Family,38.0375266,-78.49745870000001,16
1337,1520,040126000,2003-12-30,169600,,354 14TH ST NW,Single Family,38.0374086,-78.49750300000001,16
1357,1541,040135000,2017-06-06,295000,,1200 GORDON AVE,Single Family,38.0384253,-78.4950948,16
1358,1542,040136000,2000-02-18,85000,,417 12TH ST NW,Single Family,38.038395,-78.49528149999999,16
1360,1544,040136000,2017-05-18,265000,,417 12TH ST NW,Single Family,38.038395,-78.49528149999999,16
1361,1545,040137000,2008-07-02,180000,,415 12TH ST NW,Single Family,38.038275299999995,-78.495228,16
1363,1547,040137000,2015-11-16,222000,,415 12TH ST NW,Single Family,38.038275299999995,-78.495228,16
1364,1548,040137100,2019-08-14,280000,,413 12TH ST NW,Single Family,38.038216299999995,-78.4952502,16
1365,1549,040137100,2015-08-10,240000,,413 12TH ST NW,Single Family,38.038216299999995,-78.4952502,16
1367,1551,040137100,2008-06-26,180000,,413 12TH ST NW,Single Family,38.038216299999995,-78.4952502,16
1368,1552,040138000,2005-10-27,238200,,407 12TH ST NW,Single Family,38.0380914,-78.4953279,16
1371,1555,040138000,2002-11-18,70000,,407 12TH ST NW,Single Family,38.0380914,-78.4953279,16
1372,1556,040138000,2004-02-03,87000,,407 12TH ST NW,Single Family,38.0380914,-78.4953279,16
1374,1571,040140000,2001-02-26,61000,,401 12TH ST NW,Single Family,38.037741700000005,-78.49550550000001,16
1375,1572,040140000,2000-11-17,56000,,401 12TH ST NW,Single Family,38.037741700000005,-78.49550550000001,16
1379,1576,040141000,2002-04-15,340000,,1 LATROBE CT,Single Family,38.037861,-78.4950615,16
1382,1579,040141100,2002-04-15,340000,,2 LATROBE CT,Single Family,38.0378479,-78.4949284,16
1386,1583,040141200,2002-04-15,340000,,3 LATROBE CT,Single Family,38.0378052,-78.4948063,16
1393,1590,040141300,2002-04-15,340000,,6 LATROBE CT,Single Family,38.0376294,-78.4951947,16
1397,1594,040141400,2002-04-15,340000,,5 LATROBE CT,Single Family,38.0376162,-78.4950615,16
1398,1595,040141500,2002-04-15,340000,,4 LATROBE CT,Single Family,38.037563,-78.4949744,16
1402,1601,040143000,2007-11-01,4900000,,1114 GORDON AVE,Duplex,38.03828789999999,-78.49483959999999,16
1406,1609,040147000,2005-06-16,220000,,363 11TH ST NW,Single Family,38.037986100000005,-78.4942625,16
1407,1610,040147000,2004-06-07,11000,,363 11TH ST NW,Single Family,38.037986100000005,-78.4942625,16
